,player_name,player_age,Total_kills,Headshot_in_%,Total_deaths,Kills_deaths,Damage_in_Round,Grenade_dmg_in_Round,Maps_played,Rounds_played,Kills_in_round,Assists_in_round,Deaths_in_round,Saved_by_teammate_in_round,Saved_teammates_in_round,Rating
863,kai,26.0,8814,35.3,8399,1.05,75.9,4.4,483,12692,0.69,0.14,0.66,0.09,0.11,1.07
864,JP,23.0,540,25.4,514,1.05,74.8,2.9,29,772,0.7,0.11,0.67,0.09,0.1,1.07
865,NIO,22.0,2352,36.6,2194,1.07,74.9,4.4,128,3467,0.68,0.12,0.63,0.1,0.12,1.08
866,Forester,21.0,20052,54.0,19125,1.05,76.2,3.3,1092,28936,0.69,0.13,0.66,0.09,0.09,1.07
867,LuL4,30.0,2001,39.0,1966,1.02,79.5,4.4,106,2798,0.72,0.18,0.7,0.09,0.09,1.02
868,NBK-,27.0,36741,53.6,35343,1.04,77.0,3.4,2025,52921,0.69,0.15,0.67,0.1,0.08,1.02
869,Proxure,29.0,2847,48.5,2805,1.01,79.3,4.3,150,3985,0.71,0.15,0.7,0.1,0.11,1.02
870,DeStiNy,24.0,18800,50.8,18305,1.03,78.7,3.2,1009,26187,0.72,0.14,0.7,0.11,0.1,1.02
871,AmaNEk,28.0,18586,45.2,17373,1.07,74.7,4.6,1023,27484,0.68,0.13,0.63,0.09,0.09,1.02
872,RMN,27.0,5871,42.7,5685,1.03,76.9,6.3,317,8243,0.71,0.14,0.69,0.1,0.11,1.07
873,mouz,26.0,30431,50.0,28631,1.06,74.4,3.2,1661,44146,0.69,0.13,0.65,0.09,0.1,1.02
874,Plopski,19.0,17331,41.6,16462,1.05,77.3,4.9,936,24828,0.7,0.14,0.66,0.1,0.11,1.09
875,dukeN,25.0,3963,49.4,3837,1.03,75.4,3.3,218,5588,0.71,0.12,0.69,0.09,0.09,1.02
876,showliana,29.0,759,43.1,735,1.03,80.9,3.7,43,1059,0.72,0.16,0.69,0.11,0.09,1.1
877,cass1n,19.0,758,40.9,706,1.07,71.2,3.9,42,1128,0.67,0.12,0.63,0.09,0.1,1.07
878,Spargo,20.0,6978,33.1,6716,1.04,70.6,2.3,372,10044,0.69,0.09,0.67,0.09,0.09,1.05
879,frostLi,23.0,399,55.6,392,1.02,75.5,1.1,22,564,0.71,0.11,0.7,0.11,0.12,1.05
880,Lucaozy,20.0,6864,50.5,6520,1.05,74.9,3.0,365,9869,0.7,0.11,0.66,0.1,0.1,1.07
881,t9rnay,20.0,1147,46.6,1112,1.03,75.8,3.9,62,1626,0.71,0.12,0.68,0.07,0.11,1.05
882,Tuurtle,23.0,11726,54.7,11312,1.04,77.8,2.8,633,16643,0.7,0.14,0.68,0.1,0.11,1.09
883,Slugy,18.0,2319,63.9,2282,1.02,77.4,3.5,124,3284,0.71,0.14,0.69,0.11,0.15,1.06
884,Kre1N,20.0,1237,31.9,1148,1.08,68.2,2.4,70,1870,0.66,0.1,0.61,0.07,0.08,1.05
885,dragonfly,25.0,9094,25.1,8592,1.06,70.8,3.1,507,13234,0.69,0.09,0.65,0.09,0.08,1.06
886,SLY,19.0,1057,57.1,1070,0.99,81.6,3.6,54,1450,0.73,0.13,0.74,0.11,0.11,1.09
887,RCF,21.0,11369,44.1,10910,1.04,75.0,2.9,613,16053,0.71,0.11,0.68,0.1,0.1,1.08
888,prd,31.0,2961,37.8,2822,1.05,80.7,7.1,162,4195,0.71,0.17,0.67,0.1,0.11,1.02
889,Thomas,23.0,16233,41.8,15555,1.04,81.0,5.5,860,22850,0.71,0.17,0.68,0.11,0.11,1.11
890,capseN,22.0,3689,29.4,3457,1.07,72.4,2.5,203,5416,0.68,0.11,0.64,0.08,0.1,1.07
891,MoeycQ,28.0,11485,36.8,11047,1.04,75.3,5.1,629,16341,0.7,0.13,0.68,0.09,0.09,1.02
892,ap0c,34.0,15826,50.7,15327,1.03,77.7,5.0,873,22374,0.71,0.15,0.69,0.1,0.09,1.02
893,dreez,24.0,478,38.3,451,1.06,72.4,3.1,27,698,0.68,0.13,0.65,0.13,0.12,1.07
894,HS,25.0,20038,49.3,19637,1.02,78.5,4.9,1053,28179,0.71,0.15,0.7,0.1,0.11,1.02
896,Derek,22.0,3995,55.1,3858,1.04,76.8,3.7,218,5688,0.7,0.13,0.68,0.09,0.1,1.07
897,jdm64,31.0,14626,23.6,13801,1.06,70.1,2.9,823,21321,0.69,0.1,0.65,0.1,0.09,1.02
898,ckzao,25.0,2448,48.2,2379,1.03,78.2,3.5,130,3397,0.72,0.14,0.7,0.11,0.11,1.08
899,tomzey,24.0,717,42.4,695,1.03,76.4,2.4,40,1018,0.7,0.12,0.68,0.11,0.14,1.02
900,MaLLby,20.0,2897,48.9,2773,1.04,77.3,4.0,155,4177,0.69,0.14,0.66,0.1,0.11,1.08
901,johnqt,23.0,480,45.4,464,1.03,81.6,3.3,27,665,0.72,0.13,0.7,0.1,0.14,1.02
903,shalfey,19.0,4830,46.5,4508,1.07,75.3,3.5,259,6981,0.69,0.11,0.65,0.08,0.09,1.08
904,Rackem,20.0,2915,47.8,2836,1.03,76.5,4.2,159,4086,0.71,0.11,0.69,0.09,0.1,1.05
905,NENO,28.0,11482,42.5,10836,1.06,75.6,4.2,639,16528,0.69,0.14,0.66,0.09,0.09,1.02
906,headtr1ck,17.0,867,52.4,808,1.07,71.2,5.4,50,1290,0.67,0.1,0.63,0.09,0.11,1.04
907,apEX,28.0,35956,52.0,35169,1.02,79.3,4.9,1916,50214,0.72,0.16,0.7,0.1,0.09,1.02
908,disco doplan,26.0,22193,43.9,21099,1.05,76.1,3.6,1207,32000,0.69,0.13,0.66,0.09,0.1,1.02
909,Wreakveus,22.0,806,56.0,817,0.99,78.1,3.9,44,1119,0.72,0.14,0.73,0.09,0.11,1.05
910,Nico,30.0,6738,26.0,6191,1.09,80.6,4.9,399,10074,0.67,0.12,0.61,0.08,0.14,1.02
911,peri,30.0,1875,42.8,1762,1.06,75.9,4.0,107,2702,0.69,0.15,0.65,0.11,0.12,1.07
912,moojuice,28.0,2307,32.9,2215,1.04,75.5,3.7,129,3294,0.7,0.12,0.67,0.08,0.07,1.06
913,HEv1X,25.0,453,47.5,426,1.06,73.5,2.0,23,661,0.69,0.12,0.64,0.08,0.1,1.08
914,socN,28.0,1885,44.8,1833,1.03,75.3,3.5,99,2589,0.73,0.15,0.71,0.09,0.1,1.02
915,qqGOD,24.0,10674,40.9,10394,1.03,79.2,3.3,584,15180,0.7,0.16,0.68,0.09,0.09,1.02
916,shinshin7,23.0,368,45.1,348,1.06,70.5,3.7,20,546,0.67,0.12,0.64,0.1,0.1,1.02
917,jamba,25.0,481,38.7,482,1.0,79.3,4.7,26,678,0.71,0.14,0.71,0.1,0.09,1.02
919,iDk,23.0,14859,47.1,14319,1.04,78.5,4.7,817,21324,0.7,0.15,0.67,0.1,0.09,1.09
920,mar,24.0,12927,48.5,12487,1.04,79.1,6.6,699,18453,0.7,0.15,0.68,0.1,0.1,1.08
921,LBNS,27.0,663,35.6,638,1.04,72.9,3.0,39,991,0.67,0.12,0.64,0.09,0.09,1.06
922,Dallas,27.0,3436,50.3,3360,1.02,76.1,1.8,186,4849,0.71,0.13,0.69,0.1,0.13,1.02
923,spaze,24.0,10281,52.0,10192,1.01,75.9,2.6,538,14117,0.73,0.14,0.72,0.1,0.11,1.02
924,zed,21.0,676,56.2,652,1.04,72.4,4.1,41,1012,0.67,0.11,0.64,0.1,0.1,1.03
925,tabz,23.0,5674,43.5,5447,1.04,76.2,5.1,306,8242,0.69,0.14,0.66,0.09,0.09,1.06
926,TENZKI,27.0,26645,52.9,25282,1.05,76.9,4.4,1474,38768,0.69,0.14,0.65,0.09,0.1,1.02
927,invul,32.0,851,49.0,872,0.98,83.8,2.7,45,1143,0.74,0.16,0.76,0.13,0.12,1.1
928,steel,31.0,11498,45.7,11237,1.02,80.0,4.8,616,16284,0.71,0.15,0.69,0.09,0.08,1.02
929,fr0slev,24.0,11143,48.0,10673,1.04,78.1,4.7,611,15973,0.7,0.14,0.67,0.1,0.12,1.08
930,Renovatino,27.0,936,28.6,923,1.01,74.0,1.9,51,1330,0.7,0.1,0.69,0.1,0.11,1.02
931,smekk-,19.0,999,51.2,1013,0.99,84.4,4.2,51,1348,0.74,0.14,0.75,0.11,0.13,1.09
932,Cla,26.0,1336,46.0,1319,1.01,78.1,4.2,75,1881,0.71,0.18,0.7,0.11,0.12,1.02
933,LETN1,29.0,19347,49.6,18183,1.06,72.8,3.6,1111,28880,0.67,0.13,0.63,0.1,0.1,1.02
934,pava,35.0,3020,42.0,2886,1.05,76.5,4.6,173,4364,0.69,0.15,0.66,0.1,0.1,1.02
935,REASTEN,31.0,1863,45.7,1792,1.04,76.5,3.6,98,2610,0.71,0.14,0.69,0.05,0.09,1.02
936,Liki,23.0,5644,43.4,5290,1.07,75.3,5.9,331,8388,0.67,0.16,0.63,0.12,0.1,1.1
937,queztone,25.0,12726,44.4,12525,1.02,77.0,3.1,689,18006,0.71,0.14,0.7,0.1,0.1,1.02
938,raw,22.0,2045,54.6,2023,1.01,76.7,2.9,111,2917,0.7,0.13,0.69,0.11,0.11,1.08
939,roca,26.0,12336,51.4,12141,1.02,76.4,3.0,660,17324,0.71,0.13,0.7,0.1,0.11,1.02
940,v1c,16.0,1754,52.4,1727,1.02,76.3,4.8,93,2512,0.7,0.14,0.69,0.12,0.11,1.05
941,TONI,28.0,2077,37.2,2065,1.01,72.8,2.1,111,2918,0.71,0.13,0.71,0.11,0.08,1.02
942,bld,29.0,6110,46.2,5984,1.02,79.4,3.6,328,8579,0.71,0.14,0.7,0.1,0.1,1.07
943,spaz,30.0,4730,55.0,4619,1.02,76.8,2.3,250,6612,0.72,0.14,0.7,0.08,0.08,1.02
944,Koshak,25.0,5460,59.8,5335,1.02,79.2,3.5,290,7655,0.71,0.14,0.7,0.09,0.09,1.08
945,c4Lypso,27.0,2352,48.1,2327,1.01,76.8,3.9,128,3271,0.72,0.13,0.71,0.11,0.11,1.05
946,arT,25.0,17046,34.3,16796,1.01,78.3,3.7,921,23908,0.71,0.14,0.7,0.1,0.07,1.1
947,flickz,31.0,7976,48.3,7619,1.05,79.0,5.3,461,11606,0.69,0.16,0.66,0.08,0.08,1.09
948,tweiss,22.0,6116,46.9,6063,1.01,77.9,3.8,328,8710,0.7,0.14,0.7,0.1,0.11,1.07
949,Blue,29.0,1208,45.3,1185,1.02,78.7,6.6,67,1688,0.72,0.14,0.7,0.1,0.09,1.01
950,ensa,27.0,823,34.4,798,1.03,79.8,3.6,45,1198,0.69,0.13,0.67,0.09,0.09,1.01
951,glowiing,28.0,7736,55.4,7675,1.01,79.5,4.6,411,10868,0.71,0.13,0.71,0.1,0.1,1.08
952,Jyo,26.0,20456,40.8,19496,1.05,74.8,5.5,1121,29988,0.68,0.13,0.65,0.1,0.09,1.07
953,dangle,20.0,2505,38.3,2464,1.02,75.0,2.6,134,3494,0.72,0.11,0.71,0.12,0.11,1.06
954,EasTor,28.0,8692,28.4,8305,1.05,68.8,2.7,481,12797,0.68,0.09,0.65,0.1,0.1,1.01
955,Swisher,23.0,9063,47.7,8891,1.02,78.4,5.3,493,12856,0.7,0.15,0.69,0.1,0.11,1.08
956,bedonka,21.0,6857,53.7,6734,1.02,76.8,4.1,379,9815,0.7,0.14,0.69,0.09,0.09,1.06
957,exe,18.0,510,57.8,473,1.08,63.6,3.5,31,815,0.63,0.11,0.58,0.11,0.13,1.04
958,darti,29.0,5594,44.7,5434,1.03,78.4,5.2,305,7931,0.71,0.15,0.69,0.09,0.08,1.01
959,ULTRA,23.0,1117,66.8,1115,1.0,75.8,2.7,62,1602,0.7,0.12,0.7,0.1,0.11,1.06
960,Voltage,21.0,7099,28.5,6590,1.08,67.4,2.9,420,10848,0.65,0.09,0.61,0.09,0.1,1.05
961,SHOCK,21.0,10419,55.5,10020,1.04,73.0,3.6,577,15420,0.68,0.11,0.65,0.09,0.09,1.05
962,Divine,21.0,524,48.7,537,0.98,78.6,3.1,28,737,0.71,0.13,0.73,0.11,0.11,1.06
963,hampus,23.0,24170,40.5,23889,1.01,80.0,4.1,1289,34315,0.7,0.15,0.7,0.08,0.08,1.01
964,jedqr,23.0,13322,53.7,12790,1.04,77.1,5.8,709,19300,0.69,0.15,0.66,0.1,0.1,1.08
965,JJ,21.0,1078,44.0,1093,0.99,81.5,5.0,58,1483,0.73,0.15,0.74,0.09,0.1,1.08
966,vhz,27.0,3018,31.3,2959,1.02,71.8,2.2,165,4259,0.71,0.08,0.69,0.1,0.1,1.05
967,blackie,22.0,1180,40.0,1170,1.01,79.1,3.8,63,1644,0.72,0.14,0.71,0.1,0.11,1.09
968,C0NVICT,29.0,1665,49.7,1652,1.01,80.4,2.3,91,2310,0.72,0.15,0.72,0.11,0.11,1.08
969,dre9,30.0,422,50.5,424,1.0,75.7,6.3,24,619,0.68,0.14,0.68,0.1,0.1,1.01
970,kreaz,23.0,11036,48.0,10519,1.05,75.7,4.4,615,16270,0.68,0.14,0.65,0.09,0.1,1.01
971,bz,21.0,1487,32.5,1462,1.02,74.2,3.8,84,2075,0.72,0.1,0.7,0.1,0.1,1.06
972,PlesseN,23.0,22217,54.7,21998,1.01,80.1,5.5,1172,31339,0.71,0.14,0.7,0.1,0.09,1.01
973,gbk,26.0,448,40.0,436,1.03,85.9,5.2,24,615,0.73,0.18,0.71,0.1,0.11,1.1
974,Nille,26.0,2985,47.8,2872,1.04,78.0,3.9,177,4369,0.68,0.16,0.66,0.12,0.14,1.01
975,HUGHMUNGUS,21.0,13103,50.7,12622,1.04,74.6,4.8,740,19182,0.68,0.13,0.66,0.1,0.11,1.06
976,GruBy,26.0,28743,42.6,28028,1.03,78.3,3.3,1565,41560,0.69,0.15,0.67,0.1,0.11,1.01
977,optimus,23.0,681,41.0,653,1.04,72.0,4.0,37,1000,0.68,0.12,0.65,0.08,0.1,1.05
978,Stewie2K,23.0,27014,49.4,26474,1.02,77.8,5.1,1481,38672,0.7,0.14,0.68,0.1,0.08,1.01
979,b0RUP,22.0,24193,63.8,23748,1.02,73.3,4.4,1330,35195,0.69,0.11,0.67,0.1,0.1,1.01
980,t0ks,30.0,1011,46.3,965,1.05,70.9,3.6,57,1512,0.67,0.13,0.64,0.08,0.12,1.01
981,desi,29.0,7826,51.5,7727,1.01,75.6,2.9,430,10986,0.71,0.13,0.7,0.09,0.1,1.01
982,333ed2k,22.0,3652,50.8,3622,1.01,78.6,2.6,198,5012,0.73,0.14,0.72,0.11,0.12,1.01
983,Kylar,22.0,10505,59.0,10202,1.03,73.7,4.6,569,15337,0.68,0.12,0.67,0.1,0.12,1.05
984,Norisen,24.0,1408,41.1,1359,1.04,73.7,3.2,80,2068,0.68,0.11,0.66,0.09,0.09,1.01
985,HEAP,22.0,5444,60.8,5289,1.03,75.3,5.1,288,7854,0.69,0.12,0.67,0.1,0.11,1.07
986,DeCapitate,24.0,411,41.6,412,1.0,71.9,1.6,22,592,0.69,0.1,0.7,0.09,0.11,1.04
987,NOFEAR,26.0,2360,42.2,2283,1.03,75.1,2.6,132,3432,0.69,0.13,0.67,0.11,0.12,1.01
988,byali,27.0,33420,51.7,32109,1.04,76.2,3.6,1826,47928,0.7,0.14,0.67,0.09,0.1,1.01
989,Tio,26.0,3981,39.5,3742,1.06,68.7,4.1,232,6076,0.66,0.12,0.62,0.09,0.1,1.04
990,jR,28.0,15731,33.5,15080,1.04,71.8,3.3,866,23111,0.68,0.11,0.65,0.08,0.07,1.01
991,just9n,29.0,4432,43.9,4350,1.02,77.2,3.2,236,6213,0.71,0.13,0.7,0.09,0.11,1.01
992,obj,26.0,7126,31.5,6701,1.06,70.0,2.8,409,10703,0.67,0.11,0.63,0.09,0.09,1.01
993,Maikelele,30.0,18850,37.0,17905,1.05,73.3,4.8,1067,28134,0.67,0.14,0.64,0.09,0.09,1.01
994,mitch,25.0,14179,44.4,13547,1.05,76.8,4.0,807,20719,0.68,0.14,0.65,0.1,0.11,1.01
995,tiburci0,26.0,6290,43.0,5878,1.07,71.2,3.3,362,9487,0.66,0.12,0.62,0.09,0.09,1.04
996,oKKo,25.0,2208,48.9,2208,1.0,77.4,3.8,121,3118,0.71,0.15,0.71,0.12,0.13,1.01
997,zfx,22.0,576,46.2,548,1.05,72.8,2.8,33,835,0.69,0.09,0.66,0.11,0.12,1.07
998,HackeM,30.0,1858,45.8,1768,1.05,75.7,6.1,106,2733,0.68,0.15,0.65,0.09,0.1,1.01
999,Nodios,22.0,12700,54.0,12228,1.04,75.8,5.1,697,18667,0.68,0.14,0.66,0.1,0.11,1.01
1000,Zero,23.0,17284,49.1,16370,1.06,72.1,2.5,966,25617,0.67,0.12,0.64,0.09,0.11,1.01
1001,endicate,21.0,641,51.0,658,0.97,77.8,2.0,34,883,0.73,0.12,0.75,0.12,0.09,1.05
1002,Munk,21.0,1542,42.9,1514,1.02,73.4,2.0,80,2140,0.72,0.09,0.71,0.08,0.09,1.03
1003,Viva,21.0,10394,45.9,9923,1.05,71.8,2.7,585,15525,0.67,0.12,0.64,0.1,0.11,1.06
1004,HeavyGod,19.0,512,59.2,484,1.06,74.4,4.1,27,750,0.68,0.13,0.65,0.09,0.09,1.06
1005,tatazin,28.0,12715,46.4,11769,1.08,69.9,3.2,746,19564,0.65,0.11,0.6,0.08,0.09,1.05
1006,gump,17.0,3214,55.2,3107,1.03,73.1,3.5,177,4747,0.68,0.12,0.65,0.1,0.09,1.05
1007,MEs,25.0,389,42.2,387,1.01,73.4,3.1,22,558,0.7,0.13,0.69,0.11,0.09,1.01
1008,rilax,23.0,5286,45.8,5114,1.03,74.7,3.9,289,7713,0.69,0.12,0.66,0.09,0.09,1.05
1009,Noobster,25.0,8741,34.5,8534,1.02,73.2,4.0,495,12785,0.68,0.12,0.67,0.09,0.09,1.01
1010,kathi,30.0,512,53.3,484,1.06,73.1,6.6,30,739,0.69,0.15,0.65,0.09,0.16,1.01
1011,PokemoN,23.0,1472,56.6,1502,0.98,78.7,3.7,80,2064,0.71,0.13,0.73,0.1,0.1,1.05
1012,iLLa,27.0,790,35.7,781,1.01,80.0,5.1,43,1096,0.72,0.18,0.71,0.14,0.12,1.07
1013,ChildKing,21.0,2376,56.8,2334,1.02,76.0,2.2,127,3386,0.7,0.13,0.69,0.1,0.1,1.05
1014,Starry,16.0,1895,48.2,1864,1.02,74.2,4.2,102,2792,0.68,0.12,0.67,0.11,0.14,1.03
1015,klaudia,26.0,963,45.3,953,1.01,74.8,3.2,54,1375,0.7,0.14,0.69,0.11,0.13,1.03
1016,xCeeD,21.0,7150,43.9,7023,1.02,75.2,2.9,398,10306,0.69,0.13,0.68,0.12,0.11,1.07
1017,battery,23.0,1994,40.0,1944,1.03,75.3,3.5,106,2846,0.7,0.12,0.68,0.09,0.09,1.05
1018,Crityourface,19.0,4208,32.9,4069,1.03,71.4,2.5,230,6088,0.69,0.09,0.67,0.08,0.09,1.05
1019,befree,31.0,492,45.5,499,0.99,81.0,2.9,28,697,0.71,0.16,0.72,0.14,0.12,1.01
1020,powerputte,26.0,1474,35.3,1394,1.06,72.2,4.5,85,2181,0.68,0.14,0.64,0.07,0.09,1.04
1021,Zyphon,17.0,5700,52.4,5520,1.03,75.9,3.3,307,8192,0.7,0.13,0.67,0.1,0.11,1.07
1022,stonde,28.0,3776,23.1,3578,1.06,68.8,2.8,219,5665,0.67,0.11,0.63,0.08,0.09,1.01
1023,leo_drk,22.0,9794,51.1,9697,1.01,77.6,4.4,545,13964,0.7,0.14,0.69,0.11,0.1,1.08
1024,grux,22.0,7871,67.4,7642,1.03,73.8,2.8,425,11313,0.7,0.1,0.68,0.1,0.11,1.04
1025,ayaya,23.0,8275,40.3,8160,1.01,78.2,2.7,458,11590,0.71,0.14,0.7,0.09,0.09,1.01
1026,shyyne,22.0,1235,32.2,1185,1.04,69.7,4.0,66,1837,0.67,0.09,0.65,0.08,0.1,1.06
1027,paiva,24.0,2293,44.9,2316,0.99,85.9,4.2,119,3112,0.74,0.17,0.74,0.09,0.09,1.09
1028,sapphire,22.0,581,47.3,569,1.02,76.8,4.4,31,809,0.72,0.14,0.7,0.09,0.08,1.01
1029,Nast1a,29.0,1093,42.5,1041,1.05,77.0,5.2,60,1586,0.69,0.16,0.66,0.13,0.14,1.01
1030,reatz,27.0,27092,51.6,26318,1.03,74.1,2.8,1463,39290,0.69,0.12,0.67,0.1,0.11,1.01
1031,clax,19.0,5757,54.5,5566,1.03,74.9,4.8,320,8436,0.68,0.11,0.66,0.09,0.11,1.04
1032,RiX,32.0,1024,37.3,1013,1.01,78.1,3.3,57,1470,0.7,0.13,0.69,0.08,0.13,1.01
1033,ckay,23.0,1947,53.9,1923,1.01,78.4,2.5,101,2724,0.71,0.13,0.71,0.1,0.12,1.07
1034,Minus,18.0,1423,45.9,1418,1.0,75.7,2.9,76,1968,0.72,0.1,0.72,0.08,0.11,1.04
1035,SWANKY,23.0,1506,39.2,1475,1.02,78.8,4.6,81,2093,0.72,0.13,0.7,0.11,0.11,1.06
1036,shokz,24.0,9472,54.2,9234,1.03,75.5,3.6,526,13932,0.68,0.12,0.66,0.08,0.09,1.06
1037,Reaction,27.0,1683,41.4,1640,1.03,68.9,3.5,99,2459,0.68,0.13,0.67,0.09,0.08,1.01
1038,pan1K,28.0,5965,39.4,5922,1.01,77.9,2.3,325,8476,0.7,0.15,0.7,0.09,0.1,1.06
1039,cENTRYZ,26.0,2923,43.1,2792,1.05,73.0,1.9,162,4221,0.69,0.13,0.66,0.09,0.1,1.01
1040,qRaxs,21.0,1642,59.6,1618,1.01,71.6,2.4,90,2385,0.69,0.1,0.68,0.1,0.14,1.02
1041,mirbit,25.0,15351,44.0,14425,1.06,73.5,5.7,866,23162,0.66,0.13,0.62,0.09,0.09,1.06
1042,MoDo,18.0,636,36.0,614,1.04,68.8,2.4,35,942,0.68,0.1,0.65,0.13,0.11,1.05
1043,rbfurious,22.0,383,46.2,369,1.04,74.1,2.9,22,558,0.69,0.16,0.66,0.13,0.11,1.07
1046,MAKKA,29.0,4432,50.5,4296,1.03,77.4,3.2,240,6369,0.7,0.14,0.67,0.1,0.1,1.01
1047,jeorgesnorts,18.0,3026,49.2,2981,1.02,77.4,5.9,170,4393,0.69,0.15,0.68,0.11,0.11,1.07
1048,Lack1,22.0,14803,45.7,14565,1.02,74.4,2.8,802,21398,0.69,0.13,0.68,0.09,0.09,1.05
1049,HighKitty,24.0,911,43.1,897,1.02,72.6,1.8,51,1301,0.7,0.1,0.69,0.11,0.11,1.03
1050,Butters,24.0,4436,40.9,4391,1.01,82.5,6.4,242,6193,0.72,0.17,0.71,0.1,0.1,1.09
1051,arTisT,24.0,1938,33.6,1932,1.0,77.1,5.0,102,2728,0.71,0.13,0.71,0.09,0.09,1.07
1052,sutecas,24.0,2133,57.0,2097,1.02,75.6,3.1,116,3068,0.7,0.12,0.68,0.09,0.11,1.03
1053,bishop,29.0,658,51.1,651,1.01,78.7,4.3,37,919,0.72,0.16,0.71,0.12,0.11,1.08
1054,nJ,23.0,2387,50.4,2359,1.01,75.5,2.5,132,3372,0.71,0.11,0.7,0.1,0.11,1.01
1055,Friis,32.0,16356,26.3,15609,1.05,69.4,2.4,938,24254,0.67,0.11,0.64,0.09,0.08,1.01
1056,Nexius,18.0,439,59.2,456,0.96,72.8,4.5,23,645,0.68,0.14,0.71,0.13,0.11,1.03
1057,KStaar,24.0,2971,32.0,2795,1.06,70.2,3.4,173,4498,0.66,0.1,0.62,0.09,0.1,1.01
1058,Rezst,21.0,385,46.5,385,1.0,79.5,6.5,20,546,0.71,0.16,0.71,0.1,0.1,1.08
1059,dazzLe,26.0,12753,42.0,12761,1.0,80.9,3.5,690,17971,0.71,0.16,0.71,0.1,0.09,1.08
1060,konii,30.0,604,40.2,604,1.0,80.9,5.2,33,858,0.7,0.14,0.7,0.1,0.09,1.06
1061,NiSMO,27.0,1676,52.4,1649,1.02,78.7,6.1,92,2401,0.7,0.15,0.69,0.1,0.12,1.07
1063,zqkS,29.0,12484,28.9,11763,1.06,69.9,3.7,729,18817,0.66,0.12,0.63,0.1,0.09,1.01
1065,DASH,17.0,458,50.7,466,0.98,80.1,4.6,23,632,0.72,0.14,0.74,0.11,0.1,1.05
1066,rko,24.0,389,49.9,397,0.98,74.6,3.5,21,568,0.68,0.1,0.7,0.08,0.1,1.0
1067,Nicci,23.0,560,41.1,578,0.97,77.6,3.4,32,797,0.7,0.16,0.73,0.13,0.12,1.07
1068,kalinka,27.0,16112,52.8,15955,1.01,76.6,3.8,855,22891,0.7,0.12,0.7,0.09,0.09,1.01
1069,Joker,25.0,772,35.5,770,1.0,74.6,3.1,43,1114,0.69,0.12,0.69,0.08,0.11,1.04
1070,Jinxx,24.0,7054,52.7,6771,1.04,72.3,3.8,400,10511,0.67,0.12,0.64,0.1,0.13,1.04
1071,hiji,23.0,2587,33.2,2521,1.03,72.2,2.6,143,3735,0.69,0.1,0.67,0.08,0.09,1.03
1072,hoyland,25.0,1114,62.4,1138,0.98,72.8,4.9,56,1562,0.71,0.12,0.73,0.07,0.07,1.01
1073,to1nou,26.0,15196,30.5,14676,1.04,68.8,2.2,850,22377,0.68,0.1,0.66,0.09,0.1,1.01
1074,Tsogoo,27.0,8315,52.9,8158,1.02,77.5,3.4,461,11774,0.71,0.14,0.69,0.1,0.11,1.01
1075,deco,24.0,5773,49.1,5640,1.02,77.4,4.7,315,8412,0.69,0.15,0.67,0.11,0.12,1.08
1076,Djoko,24.0,6589,62.0,6529,1.01,75.5,5.9,365,9550,0.69,0.13,0.68,0.1,0.1,1.06
1077,Kas9k,21.0,2383,29.4,2296,1.04,69.3,2.1,137,3670,0.65,0.11,0.63,0.08,0.09,1.03
1078,iannn,33.0,1568,34.1,1550,1.01,76.9,2.3,84,2186,0.72,0.1,0.71,0.08,0.09,1.01
1079,rafaxF,20.0,1090,28.8,1044,1.04,70.0,2.7,60,1603,0.68,0.08,0.65,0.09,0.11,1.03
1080,HexT,20.0,6873,50.8,6762,1.02,76.8,4.8,370,9806,0.7,0.14,0.69,0.13,0.13,1.08
1081,DickStacy,24.0,10534,48.9,10188,1.03,73.5,4.5,624,15708,0.67,0.15,0.65,0.11,0.09,1.08
1082,rtA,25.0,3879,43.6,3730,1.04,72.4,2.6,222,5793,0.67,0.11,0.64,0.1,0.1,1.01
1083,DESPE,28.0,8068,29.8,7748,1.04,68.7,2.5,468,12127,0.67,0.11,0.64,0.08,0.08,1.01
1084,kioShiMa,27.0,26259,51.3,24967,1.05,74.0,5.2,1495,39250,0.67,0.15,0.64,0.08,0.09,1.01
1085,kamil,26.0,4284,42.1,4382,0.98,78.8,3.8,227,5987,0.72,0.13,0.73,0.09,0.08,1.01
1086,b0denmaster,23.0,7292,34.9,7089,1.03,73.0,4.9,402,10750,0.68,0.11,0.66,0.09,0.08,1.06
1088,ALLE,24.0,6671,49.6,6501,1.03,77.7,5.7,367,9739,0.68,0.15,0.67,0.1,0.11,1.08
1089,speed4k,25.0,13678,39.2,13110,1.04,69.9,2.9,767,20579,0.66,0.11,0.64,0.09,0.09,1.05
1090,MINISE,27.0,34271,39.7,33639,1.02,74.0,4.9,1851,49353,0.69,0.12,0.68,0.08,0.07,1.01
1091,Spriggals,24.0,889,36.0,881,1.01,79.7,2.3,48,1244,0.71,0.17,0.71,0.12,0.11,1.08
1092,MATYS,19.0,2106,69.8,2082,1.01,72.0,3.1,115,3065,0.69,0.11,0.68,0.1,0.13,1.04
1093,Wolfy,22.0,1572,45.0,1615,0.97,78.8,3.4,86,2210,0.71,0.14,0.73,0.12,0.12,1.05
1094,FugLy,26.0,18921,43.4,18300,1.03,73.5,3.5,1083,28153,0.67,0.13,0.65,0.1,0.11,1.01
